comboId,docId,annotId,annotSet,annotType,annotSpan,subSpanType,linkId,linkSpan,subSpan,unit,unitEncoded,misc
S1873506113001116-710_T1-1,S1873506113001116-710,T1-1,1,Quantity,"[103, 113]",,,,,h,[298],
S1873506113001116-710_T3-1,S1873506113001116-710,T3-1,1,MeasuredProperty,"[66, 88]",HasQuantity,T1-1,"[103, 113]","[66, 113]",,,
S1873506113001116-710_T2-1,S1873506113001116-710,T2-1,1,MeasuredEntity,"[92, 102]",HasProperty,T3-1,"[66, 88]","[66, 102]",,,
S1873506113001116-710_T4-1,S1873506113001116-710,T4-1,1,Qualifier,"[114, 192]",Qualifies,T1-1,"[103, 113]","[103, 192]",,,
S1873506113001116-710_T1-2,S1873506113001116-710,T1-2,2,Quantity,"[273, 284]",,,,,passages,"[10212, 3443]",
S1873506113001116-710_T3-2,S1873506113001116-710,T3-2,2,MeasuredProperty,"[231, 268]",HasQuantity,T1-2,"[273, 284]","[231, 284]",,,
S1873506113001116-710_T2-2,S1873506113001116-710,T2-2,2,MeasuredEntity,"[198, 229]",HasProperty,T3-2,"[231, 268]","[198, 268]",,,
S1873506113001116-710_T1-3,S1873506113001116-710,T1-3,3,Quantity,"[286, 293]",,,,,,,
S1873506113001116-710_T2-3,S1873506113001116-710,T2-3,3,MeasuredEntity,"[273, 284]",HasQuantity,T1-3,"[286, 293]","[273, 293]",,,
S1873506113001116-710_T1-4,S1873506113001116-710,T1-4,4,Quantity,"[299, 300]",,,,,,,
S1873506113001116-710_T2-4,S1873506113001116-710,T2-4,4,MeasuredProperty,"[295, 296]",HasQuantity,T1-4,"[299, 300]","[295, 300]",,,
S1873506113001116-710_T3-4,S1873506113001116-710,T3-4,4,MeasuredEntity,"[273, 284]",HasProperty,T2-4,"[295, 296]","[273, 296]",,,
S1873506113001116-710_T1-5,S1873506113001116-710,T1-5,5,Quantity,"[333, 334]",,,,,,,
S1873506113001116-710_T3-5,S1873506113001116-710,T3-5,5,MeasuredProperty,"[329, 330]",HasQuantity,T1-5,"[333, 334]","[329, 334]",,,
S1873506113001116-710_T2-5,S1873506113001116-710,T2-5,5,MeasuredEntity,"[307, 327]",HasProperty,T3-5,"[329, 330]","[307, 330]",,,
S1873506113001116-710_T1-6,S1873506113001116-710,T1-6,6,Quantity,"[369, 386]",,,,,passages,"[10212, 3443]",
S1873506113001116-710_T2-6,S1873506113001116-710,T2-6,6,MeasuredEntity,"[390, 407]",HasQuantity,T1-6,"[369, 386]","[369, 407]",,,
S1873506113001116-710_T1-7,S1873506113001116-710,T1-7,7,Quantity,"[626, 632]",,,,,μm,"[47049, 119]",
S1873506113001116-710_T2-7,S1873506113001116-710,T2-7,7,MeasuredEntity,"[613, 623]",HasQuantity,T1-7,"[626, 632]","[613, 632]",,,
S1873506113001116-978_T1-1,S1873506113001116-978,T1-1,1,Quantity,"[551, 554]",,,,,,,{'mods': ['IsCount']}
S1873506113001116-978_T2-1,S1873506113001116-978,T2-1,1,MeasuredEntity,"[565, 576]",HasQuantity,T1-1,"[551, 554]","[551, 576]",,,
S1873506113001116-978_T1-2,S1873506113001116-978,T1-2,2,Quantity,"[790, 801]",,,,,passages,"[10212, 3443]",
S1873506113001116-978_T2-2,S1873506113001116-978,T2-2,2,MeasuredProperty,"[749, 757]",HasQuantity,T1-2,"[790, 801]","[749, 801]",,,
S1873506113001116-978_T3-2,S1873506113001116-978,T3-2,2,MeasuredEntity,"[742, 748]",HasProperty,T2-2,"[749, 757]","[742, 757]",,,
S1873506114000075-1104_T1-1,S1873506114000075-1104,T1-1,1,Quantity,"[101, 104]",,,,,%,[207],
S1873506114000075-1104_T3-1,S1873506114000075-1104,T3-1,1,MeasuredEntity,"[105, 139]",HasQuantity,T1-1,"[101, 104]","[101, 139]",,,
S1873506114000075-1132_T1-1,S1873506114000075-1132,T1-1,1,Quantity,"[55, 59]",,,,,h,[298],
S1873506114000075-1132_T4-1,S1873506114000075-1132,T4-1,1,MeasuredProperty,"[31, 38]",HasQuantity,T1-1,"[55, 59]","[31, 59]",,,
S1873506114000075-1132_T3-1,S1873506114000075-1132,T3-1,1,MeasuredEntity,"[4, 26]",HasProperty,T4-1,"[31, 38]","[4, 38]",,,
S1873506114000075-1132_T5-1,S1873506114000075-1132,T5-1,1,Qualifier,"[60, 76]",Qualifies,T1-1,"[55, 59]","[55, 76]",,,
S1873506114000075-1242_T1-1,S1873506114000075-1242,T1-1,1,Quantity,"[943, 966]",,,,,%,[207],
S1873506114000075-1242_T3-1,S1873506114000075-1242,T3-1,1,MeasuredProperty,"[981, 1001]",HasQuantity,T1-1,"[943, 966]","[943, 1001]",,,
S1873506114000075-1242_T2-1,S1873506114000075-1242,T2-1,1,MeasuredEntity,"[970, 975]",HasProperty,T3-1,"[981, 1001]","[970, 1001]",,,
S1873506114000075-1242_T1-2,S1873506114000075-1242,T1-2,2,Quantity,"[1006, 1029]",,,,,%,[207],
S1873506114000075-1242_T3-2,S1873506114000075-1242,T3-2,2,MeasuredProperty,"[1044, 1063]",HasQuantity,T1-2,"[1006, 1029]","[1006, 1063]",,,
S1873506114000075-1242_T2-2,S1873506114000075-1242,T2-2,2,MeasuredEntity,"[1033, 1038]",HasProperty,T3-2,"[1044, 1063]","[1033, 1063]",,,
S1873506114000075-1242_T1-3,S1873506114000075-1242,T1-3,3,Quantity,"[1068, 1091]",,,,,%,[207],
S1873506114000075-1242_T3-3,S1873506114000075-1242,T3-3,3,MeasuredProperty,"[1106, 1125]",HasQuantity,T1-3,"[1068, 1091]","[1068, 1125]",,,
S1873506114000075-1242_T2-3,S1873506114000075-1242,T2-3,3,MeasuredEntity,"[1095, 1100]",HasProperty,T3-3,"[1106, 1125]","[1095, 1125]",,,
S1873506114000075-1242_T1-4,S1873506114000075-1242,T1-4,4,Quantity,"[1220, 1242]",,,,,μg/ml,"[47049, 571, 73, 18517]",
S1873506114000075-1242_T2-4,S1873506114000075-1242,T2-4,4,MeasuredEntity,"[1141, 1154]",HasQuantity,T1-4,"[1220, 1242]","[1141, 1242]",,,
S1873506114000075-665_T1-1,S1873506114000075-665,T1-1,1,Quantity,"[100, 106]",,,,,mm,[5471],
S1873506114000075-665_T3-1,S1873506114000075-665,T3-1,1,MeasuredEntity,"[107, 113]",HasQuantity,T1-1,"[100, 106]","[100, 113]",,,
S1873506114000075-665_T1-2,S1873506114000075-665,T1-2,2,Quantity,"[419, 435]",,,,,μm,"[47049, 119]",
S1873506114000075-665_T3-2,S1873506114000075-665,T3-2,2,MeasuredEntity,"[408, 417]",HasQuantity,T1-2,"[419, 435]","[408, 435]",,,
S1873506114000075-665_T1-3,S1873506114000075-665,T1-3,3,Quantity,"[586, 592]",,,,,μm,"[47049, 119]",
S1873506114000075-665_T2-3,S1873506114000075-665,T2-3,3,MeasuredEntity,"[575, 584]",HasQuantity,T1-3,"[586, 592]","[575, 592]",,,
S2211124712002884-1060_T1-1,S2211124712002884-1060,T1-1,1,Quantity,"[656, 659]",,,,,%,[207],
S2211124712002884-1060_T3-1,S2211124712002884-1060,T3-1,1,MeasuredProperty,"[660, 678]",HasQuantity,T1-1,"[656, 659]","[656, 678]",,,
S2211124712002884-1060_T2-1,S2211124712002884-1060,T2-1,1,MeasuredEntity,"[603, 637]",HasProperty,T3-1,"[660, 678]","[603, 678]",,,
S2211124712002884-1060_T5-1,S2211124712002884-1060,T5-1,1,Qualifier,"[638, 655]",Qualifies,T3-1,"[660, 678]","[638, 678]",,,
S2211124712002884-1060_T1-2,S2211124712002884-1060,T1-2,2,Quantity,"[738, 746]",,,,,U/ml,"[791, 73, 18517]",
S2211124712002884-1060_T3-2,S2211124712002884-1060,T3-2,2,MeasuredProperty,"[713, 736]",HasQuantity,T1-2,"[738, 746]","[713, 746]",,,
S2211124712002884-1060_T4-2,S2211124712002884-1060,T4-2,2,MeasuredEntity,"[603, 637]",HasProperty,T3-2,"[713, 736]","[603, 736]",,,
S2211124712002884-1060_T5-2,S2211124712002884-1060,T5-2,2,Qualifier,"[638, 655]",Qualifies,T3-2,"[713, 736]","[638, 736]",,,
S2211124712002884-1110_T1-1,S2211124712002884-1110,T1-1,1,Quantity,"[107, 115]",,,,,days,[7033],
S2211124712002884-1110_T3-1,S2211124712002884-1110,T3-1,1,MeasuredProperty,"[58, 102]",HasQuantity,T1-1,"[107, 115]","[58, 115]",,,
S2211124712002884-1110_T2-1,S2211124712002884-1110,T2-1,1,MeasuredEntity,"[0, 13]",HasProperty,T3-1,"[58, 102]","[0, 102]",,,
S2211124712002884-1110_T5-1,S2211124712002884-1110,T5-1,1,Qualifier,"[116, 169]",Qualifies,T3-1,"[58, 102]","[58, 169]",,,
S2211124712002884-1110_T1-2,S2211124712002884-1110,T1-2,2,Quantity,"[217, 224]",,,,,day,[1208],
S2211124712002884-1110_T2-2,S2211124712002884-1110,T2-2,2,MeasuredProperty,"[225, 228]",HasQuantity,T1-2,"[217, 224]","[217, 228]",,,
S2211124712002884-1110_T3-2,S2211124712002884-1110,T3-2,2,MeasuredEntity,"[229, 237]",HasProperty,T2-2,"[225, 228]","[225, 237]",,,
S2211124712002884-1110_T1-3,S2211124712002884-1110,T1-3,3,Quantity,"[324, 339]",,,,,weeks,"[1694, 15390]",
S2211124712002884-1110_T3-3,S2211124712002884-1110,T3-3,3,MeasuredProperty,"[312, 323]",HasQuantity,T1-3,"[324, 339]","[312, 339]",,,
S2211124712002884-1110_T2-3,S2211124712002884-1110,T2-3,3,MeasuredEntity,"[294, 306]",HasProperty,T3-3,"[312, 323]","[294, 323]",,,
S2211124712002884-1110_T1-4,S2211124712002884-1110,T1-4,4,Quantity,"[441, 450]",,,,,mg/ml,"[22984, 73, 18517]",
S2211124712002884-1110_T2-4,S2211124712002884-1110,T2-4,4,MeasuredEntity,"[426, 439]",HasQuantity,T1-4,"[441, 450]","[426, 450]",,,
S2211124712002884-1110_T1-5,S2211124712002884-1110,T1-5,5,Quantity,"[465, 472]",,,,,μg/m,"[47049, 571, 73, 119]",
S2211124712002884-1110_T2-5,S2211124712002884-1110,T2-5,5,MeasuredEntity,"[456, 463]",HasQuantity,T1-5,"[465, 472]","[456, 472]",,,
S2211124712002884-1110_T1-6,S2211124712002884-1110,T1-6,6,Quantity,"[493, 508]",,,,,weeks,"[1694, 15390]",
S2211124712002884-1110_T3-6,S2211124712002884-1110,T3-6,6,MeasuredProperty,"[488, 492]",HasQuantity,T1-6,"[493, 508]","[488, 508]",,,
S2211124712002884-1110_T2-6,S2211124712002884-1110,T2-6,6,MeasuredEntity,"[475, 482]",HasProperty,T3-6,"[488, 492]","[475, 492]",,,
S2211124712002884-1110_T5-6,S2211124712002884-1110,T5-6,6,Qualifier,"[512, 519]",Qualifies,T1-6,"[493, 508]","[493, 519]",,,
S2211124712002884-620_T1-1,S2211124712002884-620,T1-1,1,Quantity,"[233, 238]",,,,,μm,"[47049, 119]",
S2211124712002884-620_T2-1,S2211124712002884-620,T2-1,1,MeasuredEntity,"[222, 231]",HasQuantity,T1-1,"[233, 238]","[222, 238]",,,
S2211124712002884-649_T1-1,S2211124712002884-649,T1-1,1,Quantity,"[117, 121]",,,,,%,[207],
S2211124712002884-649_T4-1,S2211124712002884-649,T4-1,1,MeasuredProperty,"[4, 29]",HasQuantity,T1-1,"[117, 121]","[4, 121]",,,
S2211124712002884-649_T3-1,S2211124712002884-649,T3-1,1,MeasuredEntity,"[79, 104]",HasProperty,T4-1,"[4, 29]","[4, 104]",,,
S2211124712002884-649_T1-2,S2211124712002884-649,T1-2,2,Quantity,"[127, 130]",,,,,,,{'mods': ['IsRange']}
S2211124712002884-649_T2-2,S2211124712002884-649,T2-2,2,MeasuredProperty,"[123, 124]",HasQuantity,T1-2,"[127, 130]","[123, 130]",,,
S2211124712002884-649_T3-2,S2211124712002884-649,T3-2,2,MeasuredEntity,"[131, 151]",HasProperty,T2-2,"[123, 124]","[123, 151]",,,
S2211124712002884-682_T1-1,S2211124712002884-682,T1-1,1,Quantity,"[259, 264]",,,,,μm,"[47049, 119]",
S2211124712002884-682_T3-1,S2211124712002884-682,T3-1,1,MeasuredEntity,"[248, 257]",HasQuantity,T1-1,"[259, 264]","[248, 264]",,,
S2211124712002884-705_T1-1,S2211124712002884-705,T1-1,1,Quantity,"[39, 44]",,,,,hr,[5039],
S2211124712002884-705_T3-1,S2211124712002884-705,T3-1,1,MeasuredEntity,"[48, 110]",HasQuantity,T1-1,"[39, 44]","[39, 110]",,,
S2211124712002884-705_T1-2,S2211124712002884-705,T1-2,2,Quantity,"[163, 167]",,,,,%,[207],
S2211124712002884-705_T4-2,S2211124712002884-705,T4-2,2,MeasuredProperty,"[116, 132]",HasQuantity,T1-2,"[163, 167]","[116, 167]",,,
S2211124712002884-705_T3-2,S2211124712002884-705,T3-2,2,MeasuredEntity,"[138, 151]",HasProperty,T4-2,"[116, 132]","[116, 151]",,,
S2211124712002884-903_T1-1,S2211124712002884-903,T1-1,1,Quantity,"[4, 7]",,,,,,,{'mods': ['IsCount']}
S2211124712002884-903_T2-1,S2211124712002884-903,T2-1,1,MeasuredEntity,"[8, 20]",HasQuantity,T1-1,"[4, 7]","[4, 20]",,,
S2211124712002884-903_T1-2,S2211124712002884-903,T1-2,2,Quantity,"[194, 200]",,,,,year,[180],
S2211124712002884-903_T3-2,S2211124712002884-903,T3-2,2,MeasuredProperty,"[201, 252]",HasQuantity,T1-2,"[194, 200]","[194, 252]",,,
S2211124712002884-903_T4-2,S2211124712002884-903,T4-2,2,MeasuredEntity,"[4, 20]",HasProperty,T3-2,"[201, 252]","[4, 252]",,,
S2211124712002884-903_T5-2,S2211124712002884-903,T5-2,2,Qualifier,"[253, 300]",Qualifies,T3-2,"[201, 252]","[201, 300]",,,
S2211124712002884-903_T1-3,S2211124712002884-903,T1-3,3,Quantity,"[317, 325]",,,,,year,[180],
S2211124712002884-903_T2-3,S2211124712002884-903,T2-3,3,MeasuredProperty,"[325, 328]",HasQuantity,T1-3,"[317, 325]","[317, 328]",,,
S2211124712002884-903_T3-3,S2211124712002884-903,T3-3,3,MeasuredEntity,"[306, 313]",HasProperty,T2-3,"[325, 328]","[306, 328]",,,
S2211124712002884-903_T1-4,S2211124712002884-903,T1-4,4,Quantity,"[431, 439]",,,,,year,[180],
S2211124712002884-903_T3-4,S2211124712002884-903,T3-4,4,MeasuredProperty,"[439, 442]",HasQuantity,T1-4,"[431, 439]","[431, 442]",,,
S2211124712002884-903_T2-4,S2211124712002884-903,T2-4,4,MeasuredEntity,"[414, 427]",HasProperty,T3-4,"[439, 442]","[414, 442]",,,
S2211124712002884-903_T1-5,S2211124712002884-903,T1-5,5,Quantity,"[663, 671]",,,,,year,[180],
S2211124712002884-903_T4-5,S2211124712002884-903,T4-5,5,MeasuredProperty,"[689, 730]",HasQuantity,T1-5,"[663, 671]","[663, 730]",,,
S2211124712002884-903_T3-5,S2211124712002884-903,T3-5,5,MeasuredEntity,"[679, 688]",HasProperty,T4-5,"[689, 730]","[679, 730]",,,
S2211124712002884-903_T5-5,S2211124712002884-903,T5-5,5,Qualifier,"[672, 677]",Qualifies,T1-5,"[663, 671]","[663, 677]",,,
S2211124712002884-903_T1-6,S2211124712002884-903,T1-6,6,Quantity,"[1020, 1027]",,,,,year,[180],
S2211124712002884-903_T2-6,S2211124712002884-903,T2-6,6,MeasuredProperty,"[1028, 1031]",HasQuantity,T1-6,"[1020, 1027]","[1020, 1031]",,,
S2211124712002884-903_T4-6,S2211124712002884-903,T4-6,6,MeasuredEntity,"[979, 998]",HasProperty,T2-6,"[1028, 1031]","[979, 1031]",,,
S2211124713006475-1195_T1-1,S2211124713006475-1195,T1-1,1,Quantity,"[429, 437]",,,,,days,[7033],
S2211124713006475-1195_T5-1,S2211124713006475-1195,T5-1,1,MeasuredProperty,"[500, 509]",HasQuantity,T1-1,"[429, 437]","[429, 509]",,,
S2211124713006475-1195_T4-1,S2211124713006475-1195,T4-1,1,MeasuredEntity,"[468, 488]",HasProperty,T5-1,"[500, 509]","[468, 509]",,,
S2211124713006475-1195_T3-1,S2211124713006475-1195,T3-1,1,Qualifier,"[438, 466]",Qualifies,T1-1,"[429, 437]","[429, 466]",,,
S2211124713006475-1195_T1-2,S2211124713006475-1195,T1-2,2,Quantity,"[812, 818]",,,,,days,[7033],
S2211124713006475-1195_T4-2,S2211124713006475-1195,T4-2,2,MeasuredEntity,"[788, 811]",HasQuantity,T1-2,"[812, 818]","[788, 818]",,,
S2211124713006475-1195_T5-2,S2211124713006475-1195,T5-2,2,Qualifier,"[819, 840]",Qualifies,T1-2,"[812, 818]","[812, 840]",,,
S2211124713006475-1205_T1-1,S2211124713006475-1205,T1-1,1,Quantity,"[663, 670]",,,,,weeks,"[1694, 15390]",
S2211124713006475-1205_T2-1,S2211124713006475-1205,T2-1,1,MeasuredEntity,"[641, 662]",HasQuantity,T1-1,"[663, 670]","[641, 670]",,,
S2211124713006475-1205_T4-1,S2211124713006475-1205,T4-1,1,Qualifier,"[671, 692]",Qualifies,T1-1,"[663, 670]","[663, 692]",,,
S2211124713006475-1205_T1-2,S2211124713006475-1205,T1-2,2,Quantity,"[906, 907]",,,,,,,
S2211124713006475-1205_T2-2,S2211124713006475-1205,T2-2,2,MeasuredProperty,"[902, 903]",HasQuantity,T1-2,"[906, 907]","[902, 907]",,,
S2211124713006475-1205_T3-2,S2211124713006475-1205,T3-2,2,MeasuredEntity,"[840, 900]",HasProperty,T2-2,"[902, 903]","[840, 903]",,,
S2211124713006475-741_T1-1,S2211124713006475-741,T1-1,1,Quantity,"[36, 41]",,,,,μm,"[47049, 119]",
S2211124713006475-741_T2-1,S2211124713006475-741,T2-1,1,MeasuredEntity,"[0, 21]",HasQuantity,T1-1,"[36, 41]","[0, 41]",,,
S2211124713006475-841_T1-1,S2211124713006475-841,T1-1,1,Quantity,"[51, 58]",,,,,weeks,"[1694, 15390]",
S2211124713006475-841_T3-1,S2211124713006475-841,T3-1,1,MeasuredProperty,"[59, 80]",HasQuantity,T1-1,"[51, 58]","[51, 80]",,,
S2211124713006475-841_T2-1,S2211124713006475-841,T2-1,1,MeasuredEntity,"[4, 20]",HasProperty,T3-1,"[59, 80]","[4, 80]",,,
S2213158213000302-1597_T1-1,S2213158213000302-1597,T1-1,1,Quantity,"[152, 174]",,,,,ms,[4339],
S2213158213000302-1597_T3-1,S2213158213000302-1597,T3-1,1,MeasuredEntity,"[124, 138]",HasQuantity,T1-1,"[152, 174]","[124, 174]",,,
S2213158213000582-1041_T1-1,S2213158213000582-1041,T1-1,1,Quantity,"[10, 23]",,,,,ms,[4339],
S2213158213000582-1041_T3-1,S2213158213000582-1041,T3-1,1,MeasuredProperty,"[28, 36]",HasQuantity,T1-1,"[10, 23]","[10, 36]",,,
S2213158213000582-1041_T2-1,S2213158213000582-1041,T2-1,1,MeasuredEntity,"[24, 27]",HasProperty,T3-1,"[28, 36]","[24, 36]",,,
S2213158213000582-1041_T4-1,S2213158213000582-1041,T4-1,1,Qualifier,"[0, 9]",Qualifies,T2-1,"[24, 27]","[0, 27]",,,
S2213158213000582-1041_T1-2,S2213158213000582-1041,T1-2,2,Quantity,"[92, 105]",,,,,ms,[4339],
S2213158213000582-1041_T4-2,S2213158213000582-1041,T4-2,2,MeasuredProperty,"[110, 118]",HasQuantity,T1-2,"[92, 105]","[92, 118]",,,
S2213158213000582-1041_T3-2,S2213158213000582-1041,T3-2,2,MeasuredEntity,"[106, 109]",HasProperty,T4-2,"[110, 118]","[106, 118]",,,
S2213158213000582-1041_T5-2,S2213158213000582-1041,T5-2,2,Qualifier,"[82, 91]",Qualifies,T3-2,"[106, 109]","[82, 109]",,,
S2213158213000582-1050_T1-1,S2213158213000582-1050,T1-1,1,Quantity,"[148, 160]",,,,,ms,[4339],
S2213158213000582-1050_T3-1,S2213158213000582-1050,T3-1,1,MeasuredEntity,"[122, 142]",HasQuantity,T1-1,"[148, 160]","[122, 160]",,,
S2213158213000582-1183_T1-1,S2213158213000582-1183,T1-1,1,Quantity,"[112, 118]",,,,,ms,[4339],
S2213158213000582-1183_T2-1,S2213158213000582-1183,T2-1,1,MeasuredProperty,"[119, 138]",HasQuantity,T1-1,"[112, 118]","[112, 138]",,,
S2213158213000582-1183_T4-1,S2213158213000582-1183,T4-1,1,MeasuredEntity,"[142, 172]",HasProperty,T2-1,"[119, 138]","[119, 172]",,,
S2213158213000582-1183_T1-2,S2213158213000582-1183,T1-2,2,Quantity,"[306, 312]",,,,,ms,[4339],
S2213158213000582-1183_T3-2,S2213158213000582-1183,T3-2,2,MeasuredEntity,"[313, 335]",HasQuantity,T1-2,"[306, 312]","[306, 335]",,,
S2213158213000582-1183_T1-3,S2213158213000582-1183,T1-3,3,Quantity,"[404, 420]",,,,,s,[29],
S2213158213000582-1183_T3-3,S2213158213000582-1183,T3-3,3,MeasuredEntity,"[380, 403]",HasQuantity,T1-3,"[404, 420]","[380, 420]",,,
S2213158213000582-1183_T1-4,S2213158213000582-1183,T1-4,4,Quantity,"[729, 732]",,,,,,,
S2213158213000582-1183_T2-4,S2213158213000582-1183,T2-4,4,MeasuredProperty,"[725, 726]",HasQuantity,T1-4,"[729, 732]","[725, 732]",,,
S2213158213000582-1183_T3-4,S2213158213000582-1183,T3-4,4,MeasuredEntity,"[721, 723]",HasProperty,T2-4,"[725, 726]","[721, 726]",,,
S2213158213000582-1183_T1-5,S2213158213000582-1183,T1-5,5,Quantity,"[754, 757]",,,,,,,
S2213158213000582-1183_T2-5,S2213158213000582-1183,T2-5,5,MeasuredProperty,"[750, 751]",HasQuantity,T1-5,"[754, 757]","[750, 757]",,,
S2213158213000582-1183_T3-5,S2213158213000582-1183,T3-5,5,MeasuredEntity,"[746, 748]",HasProperty,T2-5,"[750, 751]","[746, 751]",,,
S2213158213000582-1183_T1-6,S2213158213000582-1183,T1-6,6,Quantity,"[1105, 1111]",,,,,ms,[4339],
S2213158213000582-1183_T3-6,S2213158213000582-1183,T3-6,6,MeasuredEntity,"[1112, 1130]",HasQuantity,T1-6,"[1105, 1111]","[1105, 1130]",,,
S2213158213000582-1183_T1-7,S2213158213000582-1183,T1-7,7,Quantity,"[1159, 1161]",,,,,,,
S2213158213000582-1183_T2-7,S2213158213000582-1183,T2-7,7,MeasuredProperty,"[1155, 1156]",HasQuantity,T1-7,"[1159, 1161]","[1155, 1161]",,,
S2213158213000582-1183_T3-7,S2213158213000582-1183,T3-7,7,MeasuredEntity,"[1151, 1153]",HasProperty,T2-7,"[1155, 1156]","[1151, 1156]",,,
S2213158213000582-1183_T1-8,S2213158213000582-1183,T1-8,8,Quantity,"[1175, 1177]",,,,,,,
S2213158213000582-1183_T2-8,S2213158213000582-1183,T2-8,8,MeasuredProperty,"[1171, 1172]",HasQuantity,T1-8,"[1175, 1177]","[1171, 1177]",,,
S2213158213000582-1183_T3-8,S2213158213000582-1183,T3-8,8,MeasuredEntity,"[1167, 1169]",HasProperty,T2-8,"[1171, 1172]","[1167, 1172]",,,
S2213158213000582-1279_T1-1,S2213158213000582-1279,T1-1,1,Quantity,"[81, 85]",,,,,ms,[4339],
S2213158213000582-1279_T2-1,S2213158213000582-1279,T2-1,1,MeasuredEntity,"[86, 101]",HasQuantity,T1-1,"[81, 85]","[81, 101]",,,
S2213158213000582-1279_T1-2,S2213158213000582-1279,T1-2,2,Quantity,"[143, 149]",,,,,ms,[4339],
S2213158213000582-1279_T3-2,S2213158213000582-1279,T3-2,2,MeasuredProperty,"[150, 173]",HasQuantity,T1-2,"[143, 149]","[143, 173]",,,
S2213158213000582-1279_T2-2,S2213158213000582-1279,T2-2,2,MeasuredEntity,"[86, 101]",HasProperty,T3-2,"[150, 173]","[86, 173]",,,
S2213158213000582-1279_T1-3,S2213158213000582-1279,T1-3,3,Quantity,"[211, 229]",,,,,s,[29],
S2213158213000582-1279_T3-3,S2213158213000582-1279,T3-3,3,MeasuredProperty,"[183, 210]",HasQuantity,T1-3,"[211, 229]","[183, 229]",,,
S2213158213000582-1279_T2-3,S2213158213000582-1279,T2-3,3,MeasuredEntity,"[86, 101]",HasProperty,T3-3,"[183, 210]","[86, 210]",,,
S2213158213000582-1279_T1-4,S2213158213000582-1279,T1-4,4,Quantity,"[231, 244]",,,,,s,[29],
S2213158213000582-1279_T3-4,S2213158213000582-1279,T3-4,4,MeasuredProperty,"[183, 210]",HasQuantity,T1-4,"[231, 244]","[183, 244]",,,
S2213158213000582-1279_T2-4,S2213158213000582-1279,T2-4,4,MeasuredEntity,"[86, 101]",HasProperty,T3-4,"[183, 210]","[86, 210]",,,
S2213158213000582-1279_T1-5,S2213158213000582-1279,T1-5,5,Quantity,"[358, 363]",,,,,dB,[45189],
S2213158213000582-1279_T3-5,S2213158213000582-1279,T3-5,5,MeasuredProperty,"[316, 330]",HasQuantity,T1-5,"[358, 363]","[316, 363]",,,
S2213158213000582-1279_T2-5,S2213158213000582-1279,T2-5,5,MeasuredEntity,"[338, 343]",HasProperty,T3-5,"[316, 330]","[316, 343]",,,
S2213158213000582-1279_T4-5,S2213158213000582-1279,T4-5,5,Qualifier,"[364, 402]",Qualifies,T1-5,"[358, 363]","[358, 402]",,,
S2213158213000582-1279_T1-6,S2213158213000582-1279,T1-6,6,Quantity,"[415, 418]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1279_T2-6,S2213158213000582-1279,T2-6,6,MeasuredEntity,"[419, 431]",HasQuantity,T1-6,"[415, 418]","[415, 431]",,,
S2213158213000582-1279_T1-7,S2213158213000582-1279,T1-7,7,Quantity,"[462, 486]",,,,,minutes,"[4691, 11282]",
S2213158213000582-1279_T3-7,S2213158213000582-1279,T3-7,7,MeasuredProperty,"[437, 445]",HasQuantity,T1-7,"[462, 486]","[437, 486]",,,
S2213158213000582-1279_T2-7,S2213158213000582-1279,T2-7,7,MeasuredEntity,"[453, 457]",HasProperty,T3-7,"[437, 445]","[437, 457]",,,
S2213158213000582-1279_T1-8,S2213158213000582-1279,T1-8,8,Quantity,"[556, 569]",,,,,ms,[4339],
S2213158213000582-1279_T2-8,S2213158213000582-1279,T2-8,8,MeasuredEntity,"[541, 552]",HasQuantity,T1-8,"[556, 569]","[541, 569]",,,
S2213158213000582-1309_T1-1,S2213158213000582-1309,T1-1,1,Quantity,"[372, 378]",,,,,ms,[4339],
S2213158213000582-1309_T2-1,S2213158213000582-1309,T2-1,1,MeasuredEntity,"[362, 371]",HasQuantity,T1-1,"[372, 378]","[362, 378]",,,
S2213158213000582-1309_T3-1,S2213158213000582-1309,T3-1,1,Qualifier,"[379, 391]",Qualifies,T1-1,"[372, 378]","[372, 391]",,,
S2213158213000582-1309_T1-2,S2213158213000582-1309,T1-2,2,Quantity,"[395, 401]",,,,,ms,[4339],
S2213158213000582-1309_T2-2,S2213158213000582-1309,T2-2,2,MeasuredEntity,"[362, 371]",HasQuantity,T1-2,"[395, 401]","[362, 401]",,,
S2213158213000582-1309_T4-2,S2213158213000582-1309,T4-2,2,Qualifier,"[402, 415]",Qualifies,T1-2,"[395, 401]","[395, 415]",,,
S2213158213000582-1309_T1-3,S2213158213000582-1309,T1-3,3,Quantity,"[502, 514]",,,,,,,{'mods': ['IsCount']}
S2213158213000582-1309_T2-3,S2213158213000582-1309,T2-3,3,MeasuredEntity,"[515, 521]",HasQuantity,T1-3,"[502, 514]","[502, 521]",,,
S2213158213000582-1309_T3-3,S2213158213000582-1309,T3-3,3,Qualifier,"[536, 552]",Qualifies,T2-3,"[515, 521]","[515, 552]",,,
S2213158213000582-1309_T1-4,S2213158213000582-1309,T1-4,4,Quantity,"[628, 632]",,,,,,,
S2213158213000582-1309_T2-4,S2213158213000582-1309,T2-4,4,MeasuredEntity,"[620, 625]",HasQuantity,T1-4,"[628, 632]","[620, 632]",,,
